"","sesso","titolo","giuridica2","area","corso","aula","edizione","ore","trimestre","iscritti","formati","esito"
"1029","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","IMPLICAZIONI GEOLOGICHE E GEOTECNICHE NELLA PROGETTAZIONE E CONSOLIDAMENTO DELLE","FUORI","A09MD",24,4,1,1,1
"1030","M","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","I SOFTWARE GIS OPEN SOURCE E USO DELLA BASE GEOGRAFICA REGIONALE                ","FUORI","B09MD",30,4,1,1,1
"1031","M","LAUREA                             ","Categoria D","COMUNICAZIONE                           ","LE FONTI PER L'INFORMAZIONE IN LINEA IN AMBITO GIURIDICO-AMMINISTRATIVO         ","FUORI","D09FV",12,4,1,NA,0
"1032","F","LAUREA                             ","Categoria D","TECNICO-SPECIALISTICA                   ","LE ACQUE REFLUE E LA TUTELA DELLE ACQUE                                         ","FUORI","A09MD",22,1,1,NA,0
"1033","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ","FUORI","A09BB",4,3,1,1,1
"1034","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI GESTIONE GRUPPI E CONDUZIONI RIUNIONI                               ","FUORI","B09FV",16,4,1,1,1
"1035","F","LAUREA                             ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","ELEMENTI DI ORGANIZZAZIONE - CORSO BASE                                         ","DENTRO","B09MS",16,3,1,1,1
"1036","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ","FUORI","A09BB",4,3,1,1,1
"1037","M","LAUREA                             ","Qualifica dirigenziale","MANAGERIALE                             ","SVILUPPO DEL RUOLO DIRIGENZIALE                                                 ","FUORI","A09MM",24,4,1,NA,0
"1038","M","LAUREA                             ","Qualifica dirigenziale","SISTEMI INFORMATIVI E TECNOLOGIE        ","SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ","FUORI","A09BB",4,3,1,1,1
"1039","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL RIPARTO DELLA GIURISDIZIONE TRA GIUDICE ORDINARIO E GIUDICE AMMINISTRATIVO NE","FUORI","A09CB",16,4,1,1,1
"1040","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","SEMINARIO SU INTRODUZIONE AL PROTOCOLLO INTEROPERABILE E GESTIONE DOCUMENTALE   ","FUORI","A09BB",4,3,1,1,1
"1041","F","DIPLOMA DI MATURITA                ","Categoria B","ORGANIZZAZIONE E RISORSE UMANE          ","CORSO D'AGGIORNAMENTO PER ADDETTO ALLA SEGRETERIA LEGALE                        ","FUORI","A09MD",30,3,1,NA,0
"1042","F","DIPLOMA DI MATURITA                ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","IL RAPPORTO DI LAVORO NELLA PUBBLICA AMMINISTRAZIONE                            ","DENTRO","B09MM",12,4,1,1,1
"1043","M","LAUREA                             ","Categoria C","COMPETENZE TRASVERSALI                  ","TECNICHE DI MEMORIZZAZIONE                                                      ","FUORI","F09FV",8,4,1,1,1
"1044","M","LAUREA                             ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","TECNICHE DI GESTIONE DELLA BIBLIOTECA E CATALOGAZIONE DOCUMENTI                 ","FUORI","A09FV",16,4,1,1,1
"1045","F","DIPLOMA DI MATURITA                ","Categoria C","COMUNICAZIONE                           ","LA COMUNICAZIONE PUBBLICA E ISTITUZIONALE                                       ","FUORI","B09GR",16,4,1,1,1
"1046","F","DIPLOMA DI MATURITA                ","Categoria C","COMUNICAZIONE                           ","CERIMONIALE, RELAZIONI ESTERNE ED ORGANIZZAZIONE EVENTI                         ","FUORI","A09MS",16,2,1,1,1
"1047","F","DIPLOMA DI MATURITA                ","Categoria C","EUROPEA                                 ","I FONDI STRUTTURALI                                                             ","DENTRO","D09GR",16,4,1,NA,0
"1048","F","DIPLOMA DI MATURITA                ","Categoria C","EUROPEA                                 ","I FONDI STRUTTURALI: LA RENDICONTAZIONE DEI FONDI 2007-2013                     ","FUORI","C09GR",16,4,1,1,1
"1049","F","DIPLOMA DI MATURITA                ","Categoria C","COMPETENZE TRASVERSALI                  ","GESTIONE DEL TEMPO                                                              ","FUORI","A09FV",16,2,1,1,1
"1050","F","LAUREA                             ","Qualifica dirigenziale","COMUNICAZIONE                           ","LE FONTI PER L'INFORMAZIONE IN LINEA IN AMBITO GIURIDICO-AMMINISTRATIVO         ","FUORI","E09CP",12,4,1,1,1
"1051","F","DIPLOMA DI MATURITA                ","Categoria D","MANAGERIALE                             ","LA GOVERNANCE DELLE RETI DI PUBBLICO INTERESSE                                  ","FUORI","A09CB",40,3,1,1,1
"1052","F","DIPLOMA DI MATURITA                ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","IL WEB 2.0 E SUE APPLICAZIONI                                                   ","FUORI","A09MM",18,4,1,1,1
"1053","F","DIPLOMA DI MATURITA                ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","LE INFRASTRUTTURE DELLA RETE TELEMATICA REGIONALE TOSCANA - RTRT                ","DENTRO","A09MM",24,4,1,1,1
"1054","F","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","L'ORDINAMENTO CONTABILE DELLA REGIONE TOSCANA                                   ","DENTRO","D09AT",20,4,1,1,1
"1055","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","ANALISI E PROGETTAZIONE DATI                                                    ","FUORI","B09MS",16,4,1,1,1
"1056","M","LAUREA                             ","Categoria D","MANAGERIALE                             ","AER REGIONE TOSCANA E-PROCUREMENT E PROCESSI DI CHANGE MANAGEMENT               ","FUORI","A09RP",12,1,1,NA,0
"1057","M","LAUREA                             ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","GESTIRE IL CAMBIAMENTO                                                          ","DENTRO","POGRU",16,1,1,NA,0
"1058","F","DIPLOMA DI MATURITA                ","Categoria C","COMPETENZE TRASVERSALI                  ","LETTURA RAPIDA DI DOCUMENTI                                                     ","FUORI","B09FV",16,3,1,1,1
"1059","F","DIPLOMA DI MATURITA                ","Categoria C","COMPETENZE TRASVERSALI                  ","TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ","DENTRO","E09FV",16,3,1,1,1
"1060","M","LAUREA                             ","Categoria D","ECONOMICO FINANZIARIA                   ","LA COSTRUZIONE E LA VALUTAZIONE DEL PIANO ECONOMICO FINANZIARIO DI UNA INIZIATIV","FUORI","B09MS",32,4,1,NA,0
"1061","M","LAUREA                             ","Categoria D","EUROPEA                                 ","EUROPROGETTAZIONE                                                               ","FUORI","A09AL",32,3,1,1,1
"1062","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO APPROFONDIMENTO FORNITURE","DENTRO","C09AL",28,4,1,1,1
"1063","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - CORSO BASE                     ","DENTRO","D09AL",16,3,1,1,1
"1064","F","LAUREA                             ","Categoria D","COMUNICAZIONE                           ","LA COMUNICAZIONE PUBBLICA E ISTITUZIONALE                                       ","DENTRO","A09GR",16,3,1,NA,0
"1065","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL CONTRATTO DI APPALTO PER LA FORNITURA DI BENI E SERVIZI: DALL'AGGIUDICAZIONE ","FUORI","B09AL",16,2,1,1,1
"1066","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL CODICE DELL'AMMINISTRAZIONE DIGITALE                                         ","FUORI","D09MM",8,4,1,1,1
"1067","F","LAUREA                             ","Categoria D","GIURIDICA                               ","IL NUOVO PROCEDIMENTO AMMINISTRATIVO                                            ","FUORI","D09MS",8,4,1,1,1
"1068","F","DIPLOMA DI MATURITA                ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE A BUSINESS OBJECTS                                                 ","DENTRO","C08AT",24,1,1,NA,0
"1069","F","DIPLOMA DI MATURITA                ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI GESTIONE GRUPPI E CONDUZIONI RIUNIONI                               ","FUORI","B09FV",16,4,1,NA,0
"1070","F","DIPLOMA DI MATURITA                ","Categoria D","ECONOMICO FINANZIARIA                   ","LA PROGRAMMAZIONE CONTABILE E DI BILANCIO                                       ","DENTRO","A09AT",16,4,1,NA,0
"1071","F","DIPLOMA DI MATURITA                ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE A BUSINESS OBJECTS                                                 ","FUORI","B09AL",24,4,1,1,1
"1072","F","DIPLOMA DI MATURITA                ","Categoria C","COMPETENZE TRASVERSALI                  ","SOLUZIONE DEI PROBLEMI                                                          ","FUORI","C09FV",16,4,1,1,1
"1073","F","LICENZA SCUOLA MEDIA               ","Categoria C","COMUNICAZIONE                           ","LA COMUNICAZIONE PUBBLICA E ISTITUZIONALE                                       ","DENTRO","A09GR",16,3,1,NA,0
"1074","F","LICENZA SCUOLA MEDIA               ","Categoria C","COMPETENZE TRASVERSALI                  ","GESTIONE DEL TEMPO                                                              ","FUORI","C09FV",16,4,1,1,1
"1075","F","DIPLOMA UNIVERSITARIO              ","Categoria D","COMPETENZE TRASVERSALI                  ","SOLUZIONE DEI PROBLEMI                                                          ","FUORI","C09FV",16,4,1,NA,0
"1076","F","DIPLOMA UNIVERSITARIO              ","Categoria D","COMPETENZE TRASVERSALI                  ","TECNICHE DI COMUNICAZIONE INTERPERSONALE                                        ","DENTRO","F09FV",16,4,1,NA,0
"1077","F","DIPLOMA UNIVERSITARIO              ","Categoria D","ORGANIZZAZIONE E RISORSE UMANE          ","INTERVENTO FORMATIVO PER PERSONALE IN RIENTRO DA PERIODI DI ASSENZA DI ALMENO 5 ","DENTRO","A09MS",12,4,1,NA,0
"1078","M","LAUREA                             ","Categoria D","COMUNICAZIONE                           ","SCRITTURA, WEB, DOCUMENTI, INFORMAZIONE                                         ","DENTRO","A09GR",16,2,1,1,1
"1079","M","LAUREA                             ","Categoria D","COMUNICAZIONE                           ","QUALITA' ED EFFICACIA SITO WEB: STRUMENTI E TECNICHE                            ","DENTRO","A09GR",16,3,1,1,1
"1080","F","LAUREA                             ","Categoria D","GIURIDICA                               ","LA PRIVACY IN AMBITO SANITARIO                                                  ","FUORI","B09CB",8,2,1,1,1
"1081","F","DIPLOMA DI MATURITA                ","Categoria C","COMUNICAZIONE                           ","LE FONTI PER L'INFORMAZIONE IN LINEA IN AMBITO GIURIDICO-AMMINISTRATIVO         ","FUORI","E09CP",12,4,1,1,1
"1082","F","DIPLOMA DI MATURITA                ","Categoria C","GIURIDICA                               ","IL CODICE DELL'AMMINISTRAZIONE DIGITALE                                         ","FUORI","C09MM",8,4,1,NA,0
"1083","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","INTRODUZIONE A BUSINESS OBJECTS                                                 ","DENTRO","C08AT",24,1,1,NA,0
"1084","F","LAUREA                             ","Qualifica dirigenziale","ECONOMICO FINANZIARIA                   ","IL GOVERNO DELLE PARTECIPAZIONI REGIONALI                                       ","FUORI","A09CB",24,4,1,NA,0
"1085","F","LAUREA                             ","Qualifica dirigenziale","GIURIDICA                               ","LE FONDAZIONI E LE ASSOCIAZIONI, STRUMENTI DI INTERVENTO NELL'ECONOMIA E NEL SOC","FUORI","A09CB",8,3,1,1,1
"1086","F","LAUREA                             ","Categoria D","SISTEMI INFORMATIVI E TECNOLOGIE        ","L'INFORMAZIONE MULTIMEDIALE IN REGIONE TOSCANA                                  ","FUORI","A09MD",24,2,1,1,1
"1087","M","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","GROUPWISE CLIENT                                                                ","DENTRO","D08BB",16,1,1,1,1
"1088","M","DIPLOMA DI MATURITA                ","Categoria C","TECNICO-SPECIALISTICA                   ","MODELLI DI SIMULAZIONE DEI TRASPORTI E DI VALUTAZIONE DELL'IMPATTO AMBIENTALE DE","FUORI","A09MD",30,4,1,1,1
"1089","M","DIPLOMA DI MATURITA                ","Categoria C","ORGANIZZAZIONE E RISORSE UMANE          ","ELEMENTI DI ORGANIZZAZIONE - CORSO BASE                                         ","DENTRO","B09MS",16,3,1,NA,0
"1090","M","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","ARCGIS 9.2 - CORSO AVANZATO                                                     ","FUORI","D08EB",24,1,1,NA,0
"1091","M","DIPLOMA DI MATURITA                ","Categoria C","SISTEMI INFORMATIVI E TECNOLOGIE        ","AUTOCAD - CORSO AVANZATO                                                        ","FUORI","B09AT",16,4,1,NA,0
"1092","F","LAUREA                             ","Categoria D","COMPETENZE TRASVERSALI                  ","PARLARE IN PUBBLICO                                                             ","FUORI","C09FV",16,4,1,1,1
"1093","F","LAUREA                             ","Categoria D","GIURIDICA                               ","L'ATTIVITA' CONTRATTUALE DELLA REGIONE TOSCANA - AGGIORNAMENTO                  ","DENTRO","B09AL",8,4,1,NA,0
"1094","F","DIPLOMA DI MATURITA                ","Categoria C","TECNICO-SPECIALISTICA                   ","MATERIE SPECIALISTICHE FA                                                       ","FUORI","B09CP",32,4,1,1,1
"1095","F","LICENZA SCUOLA MEDIA               ","Categoria C","GIURIDICA                               ","LA SEMPLIFICAZIONE DELLA DOCUMENTAZIONE AMMINISTRATIVA                          ","DENTRO","C09AL",8,4,1,1,1
